Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification, Revenue 
X6,2015,Middle East,Red,Petrol,Automatic,2.5,56658,110856,1275,Low," 141,341,400 "
X6,2015,Middle East,Grey,Electric,Automatic,4.9,61250,87455,6793,Low," 594,081,815 "
5 Series,2011,Europe,Grey,Diesel,Automatic,3.6,29371,65384,9842,High," 643,509,328 "
M5,2013,Asia,Blue,Diesel,Manual,1.5,109087,68787,2994,Low," 205,948,278 "
7 Series,2010,South America,Blue,Hybrid,Manual,2.4,146421,74036,7854,High," 581,478,744 "
i8,2023,Africa,Red,Hybrid,Automatic,5,63197,104867,4359,Low," 457,115,253 "
5 Series,2021,Europe,Red,Diesel,Manual,4.9,130080,116092,7248,High," 841,434,816 "
X1,2010,Middle East,Grey,Petrol,Manual,3.4,60514,105678,9649,High," 1,019,687,022 "
i3,2010,Middle East,Grey,Hybrid,Manual,3.5,72960,100317,7111,High," 713,354,187 "
i8,2016,Asia,Silver,Diesel,Manual,4.7,84544,95858,6430,Low," 616,366,940 "
3 Series,2010,North America,Red,Electric,Automatic,4,92313,95724,2847,Low," 272,526,228 "
X6,2015,Middle East,Grey,Petrol,Automatic,4.8,101290,54856,908,Low," 49,809,248 "
M3,2011,Asia,Red,Diesel,Automatic,3.2,81434,58729,7908,High," 464,428,932 "
X3,2015,Africa,Black,Hybrid,Automatic,4.9,174009,97784,9498,High," 928,752,432 "
X1,2015,Africa,White,Electric,Automatic,3.4,92981,35647,3365,Low," 119,952,155 "
M3,2021,Africa,Silver,Hybrid,Automatic,3.8,55341,72726,1592,Low," 115,779,792 "
M5,2020,Middle East,Blue,Hybrid,Automatic,1.8,31000,86778,8010,High," 695,091,780 "
5 Series,2012,North America,Red,Electric,Automatic,3.6,111634,107694,5336,Low," 574,655,184 "
X1,2024,Middle East,Red,Diesel,Automatic,4.2,44680,89468,5480,Low," 490,284,640 "
3 Series,2017,Europe,Blue,Electric,Automatic,3,129262,39666,5331,Low," 211,459,446 "
M5,2020,Africa,White,Hybrid,Manual,3.3,99229,83027,6235,Low," 517,673,345 "
i8,2013,South America,Red,Diesel,Manual,2.9,70060,118222,9471,High," 1,119,680,562 "
M5,2022,North America,White,Hybrid,Automatic,4.9,15030,58678,7397,High," 434,041,166 "
M5,2016,Asia,Red,Petrol,Manual,3.2,23690,113716,7032,High," 799,650,912 "
7 Series,2013,North America,White,Petrol,Automatic,1.9,187612,51256,7223,High," 370,222,088 "
X1,2010,Asia,Blue,Diesel,Automatic,1.6,102288,33162,8382,High," 277,963,884 "
X6,2015,Middle East,Silver,Electric,Manual,4.2,15844,105461,3613,Low," 381,030,593 "
5 Series,2014,Middle East,Black,Hybrid,Automatic,3.4,6969,108629,1208,Low," 131,223,832 "
3 Series,2018,Middle East,Grey,Electric,Manual,1.5,146459,43983,2423,Low," 106,570,809 "
7 Series,2024,North America,Red,Petrol,Manual,2.8,61165,115473,4931,Low," 569,397,363 "
X3,2023,Europe,Blue,Electric,Automatic,4.7,49249,91581,6508,Low," 596,009,148 "
3 Series,2023,Europe,Grey,Petrol,Manual,4.8,157004,39746,9516,High," 378,222,936 "
5 Series,2024,North America,Black,Petrol,Manual,1.7,165545,107096,5768,Low," 617,729,728 "
X6,2018,Asia,White,Petrol,Automatic,1.9,3705,95099,4313,Low," 410,161,987 "
X6,2021,Middle East,Blue,Petrol,Automatic,1.5,104421,50541,5234,Low," 264,531,594 "
X5,2020,Asia,White,Petrol,Manual,4.5,31042,61251,2398,Low," 146,879,898 "
5 Series,2022,South America,Silver,Electric,Manual,1.7,161042,89748,3111,Low," 279,206,028 "
5 Series,2017,Africa,Silver,Hybrid,Automatic,1.9,112388,103180,578,Low," 59,638,040 "
i8,2024,Asia,Black,Hybrid,Automatic,2.3,103969,79948,7419,High," 593,134,212 "
i8,2016,Middle East,White,Petrol,Manual,4.7,28978,51178,2380,Low," 121,803,640 "
3 Series,2023,Europe,Blue,Hybrid,Automatic,3.9,22697,118468,9935,High," 1,176,979,580 "
i3,2011,Africa,Grey,Hybrid,Automatic,3.7,102186,99557,4474,Low," 445,418,018 "
5 Series,2023,North America,Black,Electric,Manual,4.2,169440,105628,5707,Low," 602,818,996 "
X6,2017,Europe,Black,Hybrid,Manual,3.9,120136,79992,1129,Low," 90,310,968 "
M3,2012,Africa,Grey,Electric,Automatic,4.1,130882,71973,2990,Low," 215,199,270 "
7 Series,2015,North America,Black,Diesel,Manual,1.8,142356,33170,4592,Low," 152,316,640 "
X1,2019,Africa,Red,Electric,Manual,3.6,138562,62769,1775,Low," 111,414,975 "
X3,2016,Africa,Black,Hybrid,Automatic,4.1,141578,87970,979,Low," 86,122,630 "
M5,2021,South America,Grey,Electric,Manual,3.5,135870,62692,3897,Low," 244,310,724 "
M5,2015,Middle East,Grey,Petrol,Manual,1.5,143049,51049,9670,High," 493,643,830 "
3 Series,2014,Africa,Silver,Petrol,Manual,2.2,137082,79376,5299,Low," 420,613,424 "
X6,2013,North America,Black,Hybrid,Manual,4.9,9531,39044,416,Low," 16,242,304 "
5 Series,2011,North America,Red,Diesel,Manual,4,193452,75716,4553,Low," 344,734,948 "
5 Series,2018,Middle East,Grey,Electric,Automatic,3.9,17274,71850,1755,Low," 126,096,750 "
i8,2023,Asia,Red,Diesel,Automatic,3.8,139313,35931,9248,High," 332,289,888 "
X6,2016,Asia,Red,Electric,Manual,1.9,47743,79587,9112,High," 725,196,744 "
X1,2016,North America,Silver,Diesel,Manual,1.5,110662,41164,6809,Low," 280,285,676 "
i8,2013,North America,Grey,Hybrid,Manual,3,85648,61813,7897,High," 488,137,261 "
7 Series,2023,Middle East,Silver,Electric,Manual,3.1,175328,115553,4916,Low," 568,058,548 "
M5,2014,Middle East,Blue,Electric,Automatic,4.3,103406,87409,5204,Low," 454,876,436 "
M3,2015,North America,Blue,Diesel,Automatic,2.1,195805,116269,978,Low," 113,711,082 "
5 Series,2021,Africa,White,Diesel,Manual,2.5,65054,32706,1836,Low," 60,048,216 "
M5,2020,Asia,Blue,Hybrid,Manual,1.8,97690,71023,2840,Low," 201,705,320 "
X5,2021,Asia,Grey,Hybrid,Automatic,2.9,63333,59697,8019,High," 478,710,243 "
M3,2011,Africa,White,Hybrid,Manual,2.4,5231,108819,5865,Low," 638,223,435 "
M3,2013,Europe,Black,Electric,Automatic,2.4,112473,95742,789,Low," 75,540,438 "
M5,2024,Middle East,Red,Petrol,Manual,2.4,33937,39273,9731,High," 382,165,563 "
X5,2022,Africa,Red,Electric,Manual,2.3,67179,102881,4700,Low," 483,540,700 "
X5,2013,Middle East,Grey,Electric,Automatic,2.6,65608,110914,5873,Low," 651,397,922 "
X3,2021,Asia,Blue,Diesel,Automatic,3.4,81499,101363,9769,High," 990,215,147 "
3 Series,2022,South America,Grey,Hybrid,Automatic,3,68566,74010,9707,High," 718,415,070 "
X5,2013,Africa,Blue,Hybrid,Manual,1.7,33817,45019,9265,High," 417,101,035 "
7 Series,2016,North America,White,Hybrid,Automatic,3,174548,98957,9217,High," 912,086,669 "
X1,2022,Africa,Red,Petrol,Manual,4.5,158068,91816,7600,High," 697,801,600 "
X5,2016,Asia,Blue,Electric,Manual,1.9,26735,75855,7363,High," 558,520,365 "
7 Series,2016,Asia,Black,Hybrid,Automatic,4.8,45151,84561,4528,Low," 382,892,208 "
M3,2016,North America,White,Hybrid,Manual,2.6,109367,79340,455,Low," 36,099,700 "
X1,2011,North America,Blue,Electric,Automatic,1.6,96090,109566,4919,Low," 538,955,154 "
M5,2014,Middle East,White,Petrol,Manual,2.4,41710,85632,9123,High," 781,220,736 "
M3,2019,Europe,Red,Petrol,Automatic,1.7,27971,62670,3825,Low," 239,712,750 "
i8,2011,North America,Black,Hybrid,Manual,3.5,13565,72345,1793,Low," 129,714,585 "
X5,2014,Europe,Black,Electric,Automatic,2.6,49098,60347,9664,High," 583,193,408 "
i8,2021,Europe,White,Diesel,Manual,4.3,78945,85328,1912,Low," 163,147,136 "
3 Series,2015,South America,Silver,Hybrid,Manual,4.1,33420,52605,9851,High," 518,211,855 "
7 Series,2012,Europe,White,Electric,Manual,3.1,20288,109413,8009,High," 876,288,717 "
5 Series,2015,Europe,Black,Petrol,Automatic,3.5,181971,66103,4643,Low," 306,916,229 "
5 Series,2024,Asia,Black,Diesel,Automatic,3.6,165801,66310,3005,Low," 199,261,550 "
M3,2014,Europe,Blue,Hybrid,Automatic,2.4,64316,89059,1129,Low," 100,547,611 "
X5,2013,Asia,White,Diesel,Automatic,2,168794,49395,4547,Low," 224,599,065 "
i8,2019,Asia,Black,Petrol,Automatic,2.8,84442,87695,1750,Low," 153,466,250 "
5 Series,2018,Africa,Silver,Petrol,Automatic,1.8,14169,97621,8775,High," 856,624,275 "
3 Series,2020,Africa,Silver,Petrol,Manual,2.6,137870,112449,4236,Low," 476,333,964 "
i3,2023,Europe,White,Diesel,Manual,3.4,33599,106737,6223,Low," 664,224,351 "
X6,2017,Asia,Silver,Diesel,Automatic,3.4,51878,102087,5516,Low," 563,111,892 "
X6,2021,Africa,Grey,Electric,Manual,1.9,149367,102366,3522,Low," 360,533,052 "
3 Series,2016,Asia,Grey,Petrol,Automatic,1.5,139904,106062,5139,Low," 545,052,618 "
M5,2020,South America,Blue,Petrol,Manual,1.8,156378,72683,3376,Low," 245,377,808 "
3 Series,2024,Europe,Grey,Hybrid,Manual,1.6,166856,84490,2772,Low," 234,206,280 "
M5,2010,North America,White,Electric,Manual,2.9,199243,96644,9743,High," 941,602,492 "
3 Series,2018,Asia,Grey,Electric,Automatic,2.9,176648,60964,8682,High," 529,289,448 "
7 Series,2018,Middle East,Red,Petrol,Manual,2.3,79555,58036,9843,High," 571,248,348 "
7 Series,2015,Asia,Blue,Petrol,Automatic,2.3,159006,41313,947,Low," 39,123,411 "
M3,2016,Africa,Black,Electric,Manual,2.9,125095,116801,5960,Low," 696,133,960 "
X6,2022,North America,Black,Petrol,Automatic,1.8,123906,31041,610,Low," 18,935,010 "
i8,2012,Asia,Red,Hybrid,Automatic,2.3,8703,55926,2650,Low," 148,203,900 "
i8,2014,North America,Black,Electric,Manual,2.9,54416,67218,106,Low," 7,125,108 "
i3,2016,North America,Blue,Hybrid,Manual,1.8,147954,57643,332,Low," 19,137,476 "
X6,2010,Europe,Black,Electric,Automatic,4.4,173985,42350,8352,High," 353,707,200 "
i8,2021,South America,Silver,Hybrid,Manual,3.9,98473,95849,1023,Low," 98,053,527 "
X1,2010,Asia,Silver,Petrol,Manual,2.8,79775,62610,8725,High," 546,272,250 "
i3,2014,Africa,Black,Diesel,Manual,2,170918,63282,7096,High," 449,049,072 "
X6,2018,Asia,Blue,Petrol,Manual,2.2,173803,66213,2953,Low," 195,526,989 "
X3,2016,North America,Black,Diesel,Automatic,1.9,65461,103295,5144,Low," 531,349,480 "
X5,2010,South America,White,Electric,Automatic,2.1,18792,87672,725,Low," 63,562,200 "
M5,2022,Africa,Silver,Diesel,Automatic,3,36266,48791,9203,High," 449,023,573 "
M3,2022,North America,Black,Hybrid,Automatic,2.4,72940,56583,3549,Low," 200,813,067 "
3 Series,2024,North America,Red,Petrol,Automatic,4.6,153025,57118,2263,Low," 129,258,034 "
3 Series,2021,Africa,Grey,Hybrid,Manual,4.9,163850,73036,1257,Low," 91,806,252 "
7 Series,2014,Africa,Black,Hybrid,Manual,3.9,50183,45496,3590,Low," 163,330,640 "
7 Series,2024,Europe,Blue,Petrol,Automatic,4.3,138274,35821,565,Low," 20,238,865 "
5 Series,2017,Europe,White,Electric,Automatic,2.4,76516,52748,7305,High," 385,324,140 "
i3,2017,Europe,White,Petrol,Automatic,3.8,29466,53001,5659,Low," 299,932,659 "
X3,2021,Middle East,Grey,Electric,Automatic,1.7,56668,93796,2487,Low," 233,270,652 "
i8,2011,Asia,Grey,Diesel,Automatic,4.9,159048,57994,1917,Low," 111,174,498 "
X5,2016,North America,Black,Petrol,Automatic,3.8,58952,90257,5916,Low," 533,960,412 "
M5,2019,Europe,White,Electric,Manual,2.6,104336,89303,3763,Low," 336,047,189 "
i3,2014,Asia,Red,Electric,Automatic,4.2,190593,109437,4547,Low," 497,610,039 "
X3,2018,Europe,Red,Diesel,Automatic,1.6,14741,112372,9419,High," 1,058,431,868 "
X1,2012,Africa,Black,Diesel,Manual,2.8,123964,52078,700,Low," 36,454,600 "
5 Series,2010,South America,Red,Petrol,Automatic,4.6,27088,100637,6877,Low," 692,080,649 "
3 Series,2022,Europe,Black,Diesel,Manual,2.4,142593,102470,8062,High," 826,113,140 "
M3,2013,Middle East,Black,Hybrid,Automatic,3.8,50681,114366,9114,High," 1,042,331,724 "
X3,2016,South America,Grey,Hybrid,Automatic,2.8,45797,101151,9284,High," 939,085,884 "
X1,2010,Europe,White,Electric,Automatic,2.9,171353,83564,6514,Low," 544,335,896 "
i3,2011,Africa,Red,Petrol,Automatic,4.1,55184,74581,798,Low," 59,515,638 "
3 Series,2023,South America,Black,Electric,Manual,4.7,36290,60092,4191,Low," 251,845,572 "
5 Series,2014,Africa,Blue,Electric,Automatic,2.1,27808,52009,3042,Low," 158,211,378 "
5 Series,2018,North America,Silver,Hybrid,Automatic,2.5,77622,107219,3293,Low," 353,072,167 "
7 Series,2023,Asia,Blue,Hybrid,Automatic,3.2,157637,62047,6902,Low," 428,248,394 "
i8,2010,Europe,Grey,Diesel,Manual,3.6,173993,99159,6550,Low," 649,491,450 "
3 Series,2021,South America,White,Petrol,Automatic,3.1,126759,43438,292,Low," 12,683,896 "
5 Series,2013,Europe,Black,Diesel,Manual,4.3,83216,112921,8781,High," 991,559,301 "
X5,2021,Europe,Blue,Hybrid,Manual,4.2,131616,78133,1843,Low," 143,999,119 "
5 Series,2023,South America,Blue,Petrol,Manual,2.9,48550,109825,9237,High," 1,014,453,525 "
X6,2012,Middle East,Blue,Hybrid,Automatic,1.6,82922,39635,549,Low," 21,759,615 "
M5,2023,Middle East,Red,Hybrid,Automatic,2.2,100720,102472,5831,Low," 597,514,232 "
5 Series,2014,South America,Black,Petrol,Manual,3.2,22680,36065,9686,High," 349,325,590 "
X3,2014,Africa,Silver,Petrol,Manual,4.7,160589,37919,7747,High," 293,758,493 "
M3,2019,Europe,White,Electric,Manual,3.5,187231,114675,8015,High," 919,120,125 "
X1,2011,Europe,Silver,Petrol,Automatic,3.4,133549,84679,7559,High," 640,088,561 "
M3,2014,Asia,Blue,Hybrid,Manual,4,70495,115525,9542,High," 1,102,339,550 "
X6,2018,Europe,Blue,Petrol,Automatic,2,57477,35248,7177,High," 252,974,896 "
X5,2014,Africa,Silver,Hybrid,Automatic,2,26973,87956,2060,Low," 181,189,360 "
7 Series,2024,Asia,Blue,Electric,Automatic,2.7,89121,94666,2508,Low," 237,422,328 "
X1,2020,North America,White,Electric,Automatic,5,6795,58960,9953,High," 586,828,880 "
M5,2019,Asia,Red,Electric,Automatic,4.6,9845,116790,3683,Low," 430,137,570 "
3 Series,2011,North America,Grey,Petrol,Manual,3.9,34805,114365,9718,High," 1,111,399,070 "
M3,2016,Asia,Black,Petrol,Automatic,2.9,89649,75178,3439,Low," 258,537,142 "
i3,2024,Asia,Blue,Hybrid,Automatic,3.4,741,108646,5966,Low," 648,182,036 "
M3,2015,Asia,Grey,Electric,Manual,2.6,151149,82711,6089,Low," 503,627,279 "
X6,2016,Asia,Black,Petrol,Manual,3.9,96148,107569,5698,Low," 612,928,162 "
M3,2017,Middle East,Silver,Diesel,Automatic,3,27181,90842,1441,Low," 130,903,322 "
X6,2019,Europe,Silver,Hybrid,Manual,1.9,52006,52938,4263,Low," 225,674,694 "
i8,2014,South America,Red,Diesel,Manual,2.3,7226,59924,4258,Low," 255,156,392 "
5 Series,2011,North America,Grey,Hybrid,Manual,3.6,112392,99382,1097,Low," 109,022,054 "
i8,2016,Europe,Blue,Diesel,Automatic,3.9,136140,58854,8804,High," 518,150,616 "
X5,2016,North America,Black,Petrol,Manual,1.8,108007,76101,2549,Low," 193,981,449 "
3 Series,2017,Africa,Red,Electric,Automatic,4.3,160626,50279,3011,Low," 151,390,069 "
X6,2016,South America,Grey,Electric,Automatic,4.4,16844,117143,2061,Low," 241,431,723 "
M3,2019,Africa,Grey,Diesel,Manual,4,109924,70167,6271,Low," 440,017,257 "
X1,2016,South America,Blue,Petrol,Manual,3.9,65645,96282,6890,Low," 663,382,980 "
i8,2023,South America,Silver,Diesel,Manual,2.3,55186,98772,7463,High," 737,135,436 "
5 Series,2022,Africa,White,Petrol,Manual,4.7,119648,45530,2598,Low," 118,286,940 "
X3,2018,Africa,Red,Electric,Automatic,2.4,77641,54757,5943,Low," 325,420,851 "
i8,2017,North America,White,Diesel,Manual,2.1,77645,113382,3064,Low," 347,402,448 "
3 Series,2024,South America,White,Electric,Automatic,3.7,104138,115971,5412,Low," 627,635,052 "
7 Series,2011,Asia,Grey,Electric,Automatic,2.8,64276,106924,2108,Low," 225,395,792 "
X6,2011,South America,Grey,Diesel,Manual,4.8,141622,93692,5450,Low," 510,621,400 "
5 Series,2016,South America,White,Hybrid,Automatic,3.1,22638,53220,4603,Low," 244,971,660 "
7 Series,2019,North America,Black,Electric,Automatic,2.1,71462,79202,2262,Low," 179,154,924 "
3 Series,2024,Asia,White,Electric,Manual,4.9,104550,118365,413,Low," 48,884,745 "
X5,2020,Asia,Black,Diesel,Manual,3.3,179658,88734,9912,High," 879,531,408 "
i3,2022,Middle East,White,Hybrid,Automatic,3.3,108058,118825,692,Low," 82,226,900 "
5 Series,2024,Middle East,Black,Diesel,Manual,2.9,178728,65761,2621,Low," 172,359,581 "
i8,2019,Middle East,Red,Electric,Manual,4.4,20924,103520,4316,Low," 446,792,320 "
X3,2012,South America,Blue,Electric,Manual,2.5,178112,71873,3742,Low," 268,948,766 "
3 Series,2010,Europe,Black,Petrol,Automatic,1.5,1613,99647,5296,Low," 527,730,512 "
M5,2018,Asia,White,Diesel,Manual,3.2,196570,32142,140,Low," 4,499,880 "
3 Series,2023,South America,White,Hybrid,Automatic,4.7,99761,87436,284,Low," 24,831,824 "
X1,2024,Asia,Grey,Diesel,Automatic,2.5,145977,54225,5821,Low," 315,643,725 "
i3,2023,North America,Black,Petrol,Automatic,2.4,101257,81214,9233,High," 749,848,862 "
X5,2023,Europe,Blue,Hybrid,Manual,4.1,59231,94128,9331,High," 878,308,368 "
X5,2012,Europe,Silver,Petrol,Automatic,4.2,149362,87140,5973,Low," 520,487,220 "
3 Series,2010,Middle East,Blue,Petrol,Manual,3,112138,39323,1018,Low," 40,030,814 "
X3,2015,Middle East,Silver,Diesel,Automatic,4.4,114801,39003,5995,Low," 233,822,985 "
M5,2013,Africa,Red,Hybrid,Manual,2.1,128313,31074,9047,High," 281,126,478 "
3 Series,2023,North America,White,Petrol,Automatic,2.8,28541,84770,8310,High," 704,438,700 "
X3,2010,Middle East,White,Petrol,Automatic,2.9,170702,39056,6457,Low," 252,184,592 "
X5,2013,North America,Red,Hybrid,Manual,2.6,39715,51124,7692,High," 393,245,808 "
5 Series,2017,Africa,Red,Hybrid,Manual,2.3,6336,115662,7885,High," 911,994,870 "
3 Series,2020,Middle East,Red,Electric,Automatic,2.7,22217,70213,6830,Low," 479,554,790 "
X5,2016,Africa,Blue,Petrol,Automatic,1.6,110493,76759,1172,Low," 89,961,548 "
X5,2024,North America,White,Electric,Manual,4,161771,73224,5407,Low," 395,922,168 "
5 Series,2021,South America,Grey,Petrol,Manual,3.9,50425,80682,7557,High," 609,713,874 "
M3,2010,Europe,Grey,Petrol,Automatic,3.1,192420,93140,9321,High," 868,157,940 "
X5,2019,South America,Silver,Petrol,Automatic,2.6,65360,98737,1736,Low," 171,407,432 "
3 Series,2021,Africa,Silver,Hybrid,Manual,3,164872,91473,576,Low," 52,688,448 "
X1,2018,Europe,White,Petrol,Manual,4.8,18921,74311,4667,Low," 346,809,437 "
3 Series,2015,North America,Silver,Electric,Manual,3.6,23255,119564,9484,High," 1,133,944,976 "
M3,2011,North America,Blue,Hybrid,Manual,4.1,159476,60139,2102,Low," 126,412,178 "
5 Series,2012,Europe,Silver,Electric,Automatic,2.3,23881,104160,8979,High," 935,252,640 "
3 Series,2016,North America,Blue,Hybrid,Manual,1.8,68569,93201,2250,Low," 209,702,250 "
i8,2012,Asia,White,Diesel,Automatic,1.8,59011,77991,9887,High," 771,097,017 "
3 Series,2022,Europe,Black,Hybrid,Automatic,3.2,41923,75532,9155,High," 691,495,460 "
X3,2012,South America,Red,Electric,Automatic,4,48218,108633,2257,Low," 245,184,681 "
X6,2014,South America,Grey,Electric,Automatic,4.2,106702,66018,808,Low," 53,342,544 "
M5,2012,Asia,Blue,Electric,Automatic,4,194638,42042,1706,Low," 71,723,652 "
X3,2012,Asia,Blue,Petrol,Manual,4.7,24862,39963,7084,High," 283,097,892 "
X1,2020,Asia,Grey,Diesel,Automatic,1.7,116137,92323,9612,High," 887,408,676 "
5 Series,2014,North America,Red,Petrol,Manual,4.5,97725,104389,9922,High," 1,035,747,658 "
M5,2023,North America,Blue,Diesel,Automatic,3.8,153826,69553,6334,Low," 440,548,702 "
X5,2014,Asia,Grey,Hybrid,Automatic,2.1,140041,66995,6871,Low," 460,322,645 "
i3,2021,Africa,Silver,Diesel,Automatic,3.9,44468,39888,1511,Low," 60,270,768 "
M3,2018,Africa,Blue,Electric,Manual,3.3,154387,108574,6225,Low," 675,873,150 "
3 Series,2010,Europe,Black,Petrol,Manual,2.8,66416,108190,4443,Low," 480,688,170 "
i3,2023,Middle East,White,Electric,Automatic,2.4,147002,98172,6949,Low," 682,197,228 "
i3,2010,Middle East,White,Petrol,Automatic,3.1,17814,32634,2973,Low," 97,020,882 "
X5,2020,North America,Red,Petrol,Automatic,2.3,152791,80106,6513,Low," 521,730,378 "
7 Series,2023,Europe,Black,Diesel,Automatic,1.8,158415,34948,6285,Low," 219,648,180 "
M5,2018,Asia,Grey,Petrol,Manual,4.5,26946,99367,6924,Low," 688,017,108 "
7 Series,2014,Middle East,Black,Electric,Automatic,3.6,138886,112674,3701,Low," 417,006,474 "
X6,2013,Africa,Silver,Petrol,Automatic,2.8,32962,68752,7140,High," 490,889,280 "
i8,2011,Africa,Black,Petrol,Automatic,3.1,24601,100186,2781,Low," 278,617,266 "
7 Series,2021,Asia,Red,Petrol,Manual,4.5,162062,48177,5878,Low," 283,184,406 "
i8,2018,Middle East,Grey,Petrol,Manual,2.6,119617,115176,111,Low," 12,784,536 "
M3,2015,Middle East,Silver,Electric,Manual,2.8,138678,40805,6525,Low," 266,252,625 "
M5,2024,North America,Red,Petrol,Automatic,4.2,194699,87829,4712,Low," 413,850,248 "
X6,2018,Asia,White,Diesel,Manual,2.2,85045,117700,2612,Low," 307,432,400 "
5 Series,2014,North America,Blue,Diesel,Manual,3.8,50526,49343,1759,Low," 86,794,337 "
X3,2013,Africa,Blue,Hybrid,Automatic,3,71557,84972,7403,High," 629,047,716 "
i3,2016,Africa,Grey,Hybrid,Manual,3.3,74719,78930,8430,High," 665,379,900 "
X6,2014,North America,Silver,Hybrid,Automatic,4.3,97326,72169,3514,Low," 253,601,866 "
M5,2017,Asia,Silver,Electric,Manual,5,43551,90358,2144,Low," 193,727,552 "
M5,2017,Asia,Blue,Diesel,Automatic,4.4,143640,32599,1115,Low," 36,347,885 "
X6,2022,North America,Red,Hybrid,Manual,2.1,183412,62692,3889,Low," 243,809,188 "
3 Series,2011,Asia,Grey,Hybrid,Manual,2.3,140017,44627,5999,Low," 267,717,373 "
3 Series,2022,South America,Blue,Petrol,Manual,2.9,15743,37152,5775,Low," 214,552,800 "
X6,2024,Europe,White,Diesel,Manual,4,82805,61246,9670,High," 592,248,820 "
X1,2014,North America,Silver,Petrol,Automatic,3.3,154426,67723,5518,Low," 373,695,514 "
X6,2019,Europe,Silver,Diesel,Automatic,4.7,158670,83726,7164,High," 599,813,064 "
M3,2017,Asia,Silver,Diesel,Automatic,1.7,103358,87930,4384,Low," 385,485,120 "
7 Series,2012,Asia,Blue,Electric,Manual,2.4,94994,45065,4134,Low," 186,298,710 "
X1,2016,Europe,Blue,Hybrid,Automatic,2.3,61048,74443,9874,High," 735,050,182 "
X6,2012,South America,Red,Petrol,Automatic,4.1,14500,97603,8282,High," 808,348,046 "
X6,2024,South America,Silver,Petrol,Manual,3.1,106963,76903,1656,Low," 127,351,368 "
i3,2015,Middle East,Blue,Petrol,Manual,1.6,118413,86542,6614,Low," 572,388,788 "
M5,2011,Asia,Silver,Hybrid,Manual,4.2,127513,51744,5812,Low," 300,736,128 "
X1,2015,Africa,Silver,Electric,Automatic,2.8,88372,58859,2109,Low," 124,133,631 "
i3,2015,Middle East,Black,Diesel,Automatic,2.4,89541,71730,2215,Low," 158,881,950 "
X6,2017,Middle East,Black,Petrol,Automatic,2.1,173446,104740,3890,Low," 407,438,600 "
7 Series,2014,North America,Red,Petrol,Automatic,4.8,45833,79207,3290,Low," 260,591,030 "
i3,2023,Europe,Red,Diesel,Manual,4.8,179016,94428,7755,High," 732,289,140 "
M3,2010,Middle East,Black,Electric,Automatic,1.8,114691,106983,4476,Low," 478,855,908 "
M3,2024,Europe,Black,Diesel,Automatic,2.3,93301,82260,875,Low," 71,977,500 "
3 Series,2017,Asia,White,Petrol,Manual,3.8,16918,67708,3882,Low," 262,842,456 "
7 Series,2021,North America,Black,Electric,Manual,3.8,62538,74194,6271,Low," 465,270,574 "
M3,2018,Asia,Red,Electric,Manual,3,155488,104429,7072,High," 738,521,888 "
5 Series,2010,Europe,Red,Electric,Automatic,3.5,98183,94170,7368,High," 693,844,560 "
X6,2014,South America,Blue,Electric,Manual,4,86730,74475,6702,Low," 499,131,450 "
X5,2021,Middle East,Silver,Diesel,Manual,4.8,181341,49894,3029,Low," 151,128,926 "
3 Series,2015,Europe,Red,Hybrid,Manual,4,65237,33345,5509,Low," 183,697,605 "
i8,2013,Middle East,Red,Petrol,Automatic,1.9,40514,30721,1666,Low," 51,181,186 "
i8,2023,North America,Black,Electric,Automatic,4,105186,118795,8433,High," 1,001,798,235 "
5 Series,2020,South America,White,Diesel,Manual,1.7,194994,32443,1073,Low," 34,811,339 "
M5,2011,Europe,Black,Petrol,Automatic,3.3,2693,51358,1176,Low," 60,397,008 "
X5,2014,Africa,Red,Hybrid,Manual,3.3,46245,116955,6873,Low," 803,831,715 "
i8,2023,Asia,Red,Diesel,Automatic,4.2,199955,87401,5388,Low," 470,916,588 "
M5,2023,Asia,Black,Petrol,Automatic,1.5,59883,54438,2548,Low," 138,708,024 "
5 Series,2013,Europe,White,Hybrid,Automatic,4.6,10984,112148,1681,Low," 188,520,788 "
7 Series,2022,Europe,Silver,Hybrid,Manual,3.8,171384,112206,9080,High," 1,018,830,480 "
7 Series,2016,Europe,Blue,Diesel,Manual,1.6,2700,95514,9167,High," 875,576,838 "
X1,2015,Asia,Silver,Electric,Manual,2.1,41850,100213,5357,Low," 536,841,041 "
i3,2012,Africa,Red,Hybrid,Automatic,1.6,19676,49704,2103,Low," 104,527,512 "
i3,2018,Africa,Grey,Hybrid,Automatic,4.2,54813,37515,6837,Low," 256,490,055 "
X3,2023,North America,Red,Petrol,Automatic,2.1,89510,81760,2303,Low," 188,293,280 "
X3,2013,North America,Silver,Diesel,Manual,1.7,108499,109925,6889,Low," 757,273,325 "
i3,2024,North America,Black,Petrol,Automatic,2,127506,81875,2763,Low," 226,220,625 "
i3,2020,South America,White,Hybrid,Automatic,3.5,187736,39822,6941,Low," 276,404,502 "
5 Series,2014,Middle East,Red,Electric,Automatic,3.2,101153,75214,6344,Low," 477,157,616 "
X1,2023,Asia,Black,Hybrid,Manual,2.4,89511,85079,2460,Low," 209,294,340 "
i3,2012,Asia,Red,Diesel,Automatic,4.8,122115,68240,4675,Low," 319,022,000 "
